#1
double t_data(1345,15)  # storm weather influent data"t"	"S.O2"	"S.I"	"S.S"	"S.NH"	"S.N2"	"S.NO"	"S.ALK"	"X.I"	"X.S"	"X.H"	"X.STO"	"X.A"	"X.SS"	"Q"
8.677083333	0	30	62.42662	27.42295	0	0	7	56.688	234.423	32.346	0	0	242.59275	20034
8.6875	0	30	65.86786	28.33436	0	0	7	53.634	230.37	31.556	0	0	236.67	19328
8.697916667	0	30	65.61928	28.2787	0	0	7	51.406	225.698	30.789	0	0	230.91975	18928
8.708333333	0	30	64.00353	27.7082	0	0	7	49.195	221.064	30.029	0	0	225.216	18510
8.71875	0	30	59.54469	26.68548	0	0	7	47.658	216.47	29.348	0	0	220.107	18319
8.729166667	0	30	58.34064	26.57068	0	0	7	46.49	212.295	28.754	0	0	215.65425	18224
8.739583333	0	30	57.33857	26.62286	0	0	7	48.046	208.894	28.549	0	0	214.11675	19106
8.75	0	30	58.6902	27.4647	0	0	7	57.039	208.01	29.45	0	0	220.87425	22491
8.760416667	0	30	60.46908	28.33436	0	0	7	55.701	212.338	29.782	0	0	223.36575	21604
8.770833333	0	30	63.25004	29.26664	0	0	7	58.01	214.321	30.259	0	0	226.9425	22228
8.78125	0	30	62.37225	30.63027	0	0	7	55.668	216.961	30.292	0	0	227.19075	21169
8.791666667	0	30	62.21689	30.58853	0	0	7	52.024	217.266	29.921	0	0	224.40825	19849
8.802083333	0	30	62.01492	28.16043	0	0	7	45.017	214.888	28.878	0	0	216.58725	17451
8.8125	0	30	43.34687	19.44746	0	0	7	90.81578	307.78882	44.2894	0	0	332.1705	28091
8.822916667	0	30	38.20648	16.95888	0	0	7	167.35888	369.60818	59.66294	0	0	447.4725	38720
8.833333333	0	30	32.41651	14.34679	0	0	7	268.71005	406.75449	75.05146	0	0	562.887	49360
8.84375	0	30	27.88059	12.46227	0	0	7	396.52775	417.43209	90.44016	0	0	678.3	60000
8.854166667	0	30	31.58134	14.0996	0	0	7	324.00856	356.51654	75.6139	0	0	567.10425	60000
8.864583333	0	30	27.80176	12.31504	0	0	7	302.596	333.30804	70.65596	0	0	529.92	60000
8.875	0	30	25.78817	11.47652	0	0	7	211.13419	246.71368	50.87213	0	0	381.54	60000
8.885416667	0	30	29.17301	12.73658	0	0	7	115.78069	164.18231	31.107	0	0	233.3025	60000
8.895833333	0	30	43.64005	18.70409	0	0	7	86.69958	173.93766	28.95969	0	0	217.1976975	51083
8.90625	0	30	48.3867	20.36801	0	0	7	64.1634	173.29379	26.3842	0	0	197.8810425	42165
8.916666667	0	30	59.83178	25.61506	0	0	7	57.88589	187.77316	27.29545	0	0	204.715875	33308
8.927083333	0	30	81.99584	35.62561	0	0	7	71.195	237.545	34.304	0	0	257.283	24339
8.9375	0	30	80.14161	35.37863	0	0	7	62.901	240.696	33.733	0	0	252.9975	21529
8.947916667	0	30	77.75294	34.9438	0	0	7	80.108	237.037	35.238	0	0	264.28725	26978
8.958333333	0	30	75.6245	34.14371	0	0	7	78.102	244.79	35.877	0	0	269.07675	25693
8.96875	0	30	71.87255	32.70355	0	0	7	76.103	248.744	36.094	0	0	270.70575	24779
8.979166667	0	30	69.45669	31.46515	0	0	7	74.18	250.464	36.072	0	0	270.537	24086
8.989583333	0	30	67.49915	30.68245	0	0	7	71.575	250.815	35.821	0	0	268.65825	23308
9	0	30	63.63455	30.24762	0	0	7	63.658	250.048	34.856	0	0	261.4215	21017
9.010416667	0	30	61.67313	30.21283	0	0	7	62.386	245.092	34.164	0	0	256.2315	21014
9.020833333	0	30	61.71973	31.04771	0	0	7	52.899	229.84	31.415	0	0	235.6155	19118
9.03125	0	30	62.16018	31.67387	0	0	7	52.252	230.443	31.41	0	0	235.57875	18847
9.041666667	0	30	64.57526	33.15925	0	0	7	50.484	226.872	30.817	0	0	231.12975	18509
9.052083333	0	30	67.84871	35.11773	0	0	7	48.16	224.191	30.261	0	0	226.959	17886
9.0625	0	30	72.14054	37.86587	0	0	7	46.299	221.091	29.71	0	0	222.825	17445
9.072916667	0	30	72.47069	37.86587	0	0	7	43.994	217.463	29.051	0	0	217.881	16858
9.083333333	0	30	69.7643	36.8501	0	0	7	43.274	223.73	29.667	0	0	222.50325	16116
9.09375	0	30	67.49915	36.47441	0	0	7	41.902	215.441	28.594	0	0	214.45275	16206
9.104166667	0	30	62.83833	34.38721	0	0	7	39.874	208.064	27.549	0	0	206.61525	15965
9.114583333	0	30	62.24019	34.67942	0	0	7	35.792	205.128	26.769	0	0	200.76675	14494
9.125	0	30	53.74197	32.06695	0	0	7	32.732	201.669	26.044	0	0	195.33375	13423
9.135416667	0	30	54.44886	29.89975	0	0	7	29.916	194.545	24.94	0	0	187.05075	12660
9.145833333	0	30	50.06769	27.06813	0	0	7	27.359	185.932	23.699	0	0	177.7425	12059
9.15625	0	30	46.35457	24.70265	0	0	7	24.894	177.134	22.448	0	0	168.357	11453
9.166666667	0	30	44.35819	23.38772	0	0	7	24.547	166.528	21.231	0	0	159.2295	12083
9.177083333	0	30	42.57931	22.19802	0	0	7	22.366	157.921	20.032	0	0	150.23925	11554
9.1875	0	30	40.00033	20.31607	0	0	7	21.945	151.216	19.24	0	0	144.30075	11875
9.197916667	0	30	40.38873	20.54218	0	0	7	22.652	142.754	18.378	0	0	137.838	13101
9.208333333	0	30	40.77713	20.71611	0	0	7	20.837	138.863	17.744	0	0	133.083	12323
9.21875	0	30	40.46641	20.7509	0	0	7	21.873	136.2	17.564	0	0	131.72775	13271
9.229166667	0	30	40.83539	20.66393	0	0	7	21.762	132.325	17.121	0	0	128.406	13614
9.239583333	0	30	40.46641	20.61175	0	0	7	21.632	131.628	17.029	0	0	127.71675	13604
9.25	0	30	40.50525	20.54218	0	0	7	20.064	133.141	17.023	0	0	127.671	12382
9.260416667	0	30	40.52467	20.43782	0	0	7	20.063	132.876	16.993	0	0	127.449	12408
9.270833333	0	30	40.31105	20.40303	0	0	7	18.792	130.547	16.593	0	0	124.449	11767
9.28125	0	30	40.11685	20.15953	0	0	7	18.741	127.865	16.29	0	0	122.172	12006
9.291666667	0	30	40.04693	20.02734	0	0	7	17.993	124.63	15.847	0	0	118.8525	11805
9.302083333	0	30	40.34212	19.99951	0	0	7	17.836	122.194	15.559	0	0	116.69175	11951
9.3125	0	30	40.58293	20.10039	0	0	7	17.901	119.353	15.25	0	0	114.378	12317
9.322916667	0	30	40.89365	20.40303	0	0	7	18.217	117.066	15.031	0	0	112.7355	12825
9.333333333	0	30	41.16553	20.82047	0	0	7	18.085	116.431	14.946	0	0	112.0965	12800
9.34375	0	30	41.86465	21.16834	0	0	7	17.936	117.147	15.009	0	0	112.569	12600
9.354166667	0	30	42.42395	21.6136	0	0	7	18.882	116.461	15.038	0	0	112.78575	13408
9.364583333	0	30	43.94649	22.1354	0	0	7	19.444	115.546	14.999	0	0	112.49175	13952
9.375	0	30	48.77431	24.68178	0	0	7	23.457	113.4	15.206	0	0	114.04725	17235
9.385416667	0	30	59.88648	29.65625	0	0	7	23.953	115.809	15.529	0	0	116.46825	17233
9.395833333	0	30	71.46084	34.24807	0	0	7	30.862	116.464	16.37	0	0	122.772	21804
9.40625	0	30	80.00567	37.93544	0	0	7	37.611	119.367	17.442	0	0	130.815	25418
9.416666667	0	30	94.90087	43.39692	0	0	7	41.553	135.841	19.71	0	0	147.828	24776
9.427083333	0	30	105.7761	46.61468	0	0	7	51.378	152.939	22.702	0	0	170.26425	26842
9.4375	0	30	115.2104	49.24802	0	0	7	59.827	165.562	25.043	0	0	187.824	28519
9.447916667	0	30	120.011	49.99941	0	0	7	70.934	179.123	27.784	0	0	208.38075	30707
9.458333333	0	30	118.9701	49.24802	0	0	7	79.066	197.282	30.705	0	0	230.28975	31000
9.46875	0	30	112.1109	45.74154	0	0	7	86.766	216.416	33.687	0	0	252.65175	31009
9.479166667	0	30	102.4553	40.85751	0	0	7	92.678	233.97	36.294	0	0	272.2065	30713
9.489583333	0	30	94.81153	39.03469	0	0	7	87.816	258.525	38.482	0	0	288.61725	27093
9.5	0	30	88.37961	36.8501	0	0	7	87.877	273.937	40.202	0	0	301.512	25812
9.510416667	0	30	81.2874	34.24807	0	0	7	88.664	276.448	40.568	0	0	304.26	25808
9.520833333	0	30	75.7721	32.16088	0	0	7	85.233	278.994	40.47	0	0	303.52275	24748
9.53125	0	30	70.37332	30.77985	0	0	7	84.593	277.82	40.268	0	0	302.01075	24677
9.541666667	0	30	68.27595	29.79539	0	0	7	74.785	283.068	39.761	0	0	298.2105	21745
9.552083333	0	30	67.03307	29.23881	0	0	7	86.217	270.4	39.624	0	0	297.18075	25678
9.5625	0	30	66.76507	28.52221	0	0	7	81.765	263.773	38.393	0	0	287.94825	25062
9.572916667	0	30	67.07967	27.95867	0	0	7	78.638	272.359	39	0	0	292.49775	23552
9.583333333	0	30	68.08952	28.12564	0	0	7	76.377	275.771	39.128	0	0	293.457	22693
9.59375	0	30	68.72261	27.55166	0	0	7	67.64	280.213	38.65	0	0	289.87725	20001
9.604166667	0	30	68.31479	27.4647	0	0	7	61.559	280.401	37.996	0	0	284.967	18269
9.614583333	0	30	65.16874	26.45589	0	0	7	76.206	252.254	36.495	0	0	273.71625	24508
9.625	0	30	61.64516	26.1776	0	0	7	66.56	244.38	34.549	0	0	259.11675	22354
9.635416667	0	30	59.76219	26.28891	0	0	7	64.302	256.031	35.593	0	0	266.9445	20755
9.645833333	0	30	58.94655	26.78984	0	0	7	66.782	251.767	35.394	0	0	265.45725	21824
9.65625	0	30	59.38933	27.29076	0	0	7	54.873	256.932	34.645	0	0	259.8375	17785
9.666666667	0	30	60.21274	27.12379	0	0	7	52.698	257.595	34.477	0	0	258.5775	17047
9.677083333	0	30	62.42662	27.42295	0	0	7	54.391	241.096	32.832	0	0	246.23925	18755
9.6875	0	30	65.86786	28.33436	0	0	7	51.534	229.032	31.174	0	0	233.805	18708
9.697916667	0	30	65.61928	28.2787	0	0	7	51.376	223.134	30.501	0	0	228.75825	19125
9.708333333	0	30	64.00353	27.7082	0	0	7	49.002	219.893	29.877	0	0	224.079	18535
9.71875	0	30	59.54469	26.68548	0	0	7	47.53	219.462	29.666	0	0	222.4935	18029
9.729166667	0	30	58.34064	26.57068	0	0	7	46.263	216.778	29.227	0	0	219.201	17772
9.739583333	0	30	57.33857	26.62286	0	0	7	46.093	212.061	28.684	0	0	215.1285	18093
9.75	0	30	58.6902	27.4647	0	0	7	45.193	206.595	27.976	0	0	209.823	18205
9.760416667	0	30	60.46908	28.33436	0	0	7	44.76	204.573	27.704	0	0	207.77775	18209
9.770833333	0	30	63.25004	29.26664	0	0	7	44.379	203.012	27.488	0	0	206.15925	18193
9.78125	0	30	62.37225	30.63027	0	0	7	52.753	192.888	27.293	0	0	204.7005	22437
9.791666667	0	30	62.21689	30.58853	0	0	7	51.204	192.862	27.118	0	0	203.388	21842
9.802083333	0	30	62.01492	28.16043	0	0	7	52.676	203.001	28.409	0	0	213.0645	21390
9.8125	0	30	66.41162	29.79539	0	0	7	55	207.353	29.15	0	0	218.62725	21824
9.822916667	0	30	67.18843	29.82322	0	0	7	48.263	218.184	29.605	0	0	222.039	18403
9.833333333	0	30	68.47015	30.30328	0	0	7	53.015	218.421	30.16	0	0	226.197	20104
9.84375	0	30	71.88808	32.13305	0	0	7	59.006	205.953	29.44	0	0	220.79925	23390
9.854166667	0	30	75.64392	33.77149	0	0	7	55.828	210.192	29.558	0	0	221.6835	21850
9.864583333	0	30	77.44222	34.30373	0	0	7	58.757	218.258	30.779	0	0	230.8455	22120
9.875	0	30	80.08335	35.63953	0	0	7	57.197	223.126	31.147	0	0	233.6025	21151
9.885416667	0	30	82.60408	36.06393	0	0	7	51.896	232.263	31.573	0	0	236.799	18582
9.895833333	0	30	83.83531	35.93174	0	0	7	67.948	216.367	31.59	0	0	236.92875	25345
9.90625	0	30	84.21983	35.45168	0	0	7	61.492	215.122	30.735	0	0	230.51175	23343
9.916666667	0	30	83.377	35.69519	0	0	7	62.695	229.984	32.52	0	0	243.89925	22372
9.927083333	0	30	81.99584	35.62561	0	0	7	62.182	235.595	33.086	0	0	248.14725	21725
9.9375	0	30	80.14161	35.37863	0	0	7	50.88	248.174	33.228	0	0	249.2115	17083
9.947916667	0	30	77.75294	34.9438	0	0	7	70.384	228.05	33.159	0	0	248.69475	24968
9.958333333	0	30	75.6245	34.14371	0	0	7	61.074	222.19	31.474	0	0	236.0535	22540
9.96875	0	30	71.87255	32.70355	0	0	7	66.215	231.641	33.095	0	0	248.21325	23343
9.979166667	0	30	69.45669	31.46515	0	0	7	62.664	237.269	33.326	0	0	249.94425	21738
9.989583333	0	30	67.49915	30.68245	0	0	7	57.742	246.671	33.824	0	0	253.67775	19429
10	0	30	63.63455	30.24762	0	0	7	53.606	249.128	33.637	0	0	252.27825	17915
10.01041667	0	30	61.67313	30.21283	0	0	7	52.713	241.638	32.706	0	0	245.29275	18156
10.02083333	0	30	61.71973	31.04771	0	0	7	51.718	231.743	31.496	0	0	236.21775	18561
10.03125	0	30	62.16018	31.67387	0	0	7	59.919	216.138	30.673	0	0	230.0475	22713
10.04166667	0	30	64.57526	33.15925	0	0	7	55.851	215.491	30.149	0	0	226.11825	21366
10.05208333	0	30	67.84871	35.11773	0	0	7	60.593	219.829	31.158	0	0	233.685	22596
10.0625	0	30	72.14054	37.86587	0	0	7	60.637	221.552	31.354	0	0	235.15725	22452
10.07291667	0	30	72.47069	37.86587	0	0	7	43.559	243.955	31.946	0	0	239.595	14847
10.08333333	0	30	69.7643	36.8501	0	0	7	44.552	246.537	32.343	0	0	242.574	15033
10.09375	0	30	67.49915	36.47441	0	0	7	41.327	228.366	29.966	0	0	224.74425	15055
10.10416667	0	30	62.83833	34.38721	0	0	7	37.909	217.234	28.349	0	0	212.619	14496
10.11458333	0	30	62.24019	34.67942	0	0	7	35.348	208.576	27.103	0	0	203.27025	14056
10.125	0	30	53.74197	32.06695	0	0	7	30.444	202.577	25.891	0	0	194.184	12345
10.13541667	0	30	54.44886	29.89975	0	0	7	29.098	193.631	24.748	0	0	185.60775	12344
10.14583333	0	30	50.06769	27.06813	0	0	7	25.807	186.192	23.555	0	0	176.6655	11274
10.15625	0	30	46.35457	24.70265	0	0	7	23.885	176.341	22.247	0	0	166.85475	10981
10.16666667	0	30	44.35819	23.38772	0	0	7	21.528	165.922	20.828	0	0	156.2085	10448
10.17708333	0	30	42.57931	22.19802	0	0	7	19.577	156.614	19.577	0	0	146.826	10000
10.1875	0	30	40.00033	20.31607	0	0	7	20.004	145.276	18.365	0	0	137.73375	11190
10.19791667	0	30	40.38873	20.54218	0	0	7	17.743	137.154	17.211	0	0	129.081	10412
10.20833333	0	30	40.77713	20.71611	0	0	7	17.76	131.73	16.61	0	0	124.575	10923
10.21875	0	30	40.46641	20.7509	0	0	7	17.22	125.139	15.818	0	0	118.63275	11182
10.22916667	0	30	40.83539	20.66393	0	0	7	17.181	120.453	15.293	0	0	114.69525	11646
10.23958333	0	30	40.46641	20.61175	0	0	7	16.549	117.53	14.898	0	0	111.73275	11478
10.25	0	30	40.50525	20.54218	0	0	7	16.885	115.181	14.674	0	0	110.055	12009
10.26041667	0	30	40.52467	20.43782	0	0	7	17.043	112.621	14.407	0	0	108.05325	12439
10.27083333	0	30	40.31105	20.40303	0	0	7	15.747	113.177	14.325	0	0	107.43675	11323
10.28125	0	30	40.11685	20.15953	0	0	7	15.837	113.417	14.362	0	0	107.712	11370
10.29166667	0	30	40.04693	20.02734	0	0	7	16.136	110.334	14.052	0	0	105.3915	11977
10.30208333	0	30	40.34212	19.99951	0	0	7	16.203	108.188	13.821	0	0	103.659	12298
10.3125	0	30	40.58293	20.10039	0	0	7	15.275	108.974	13.805	0	0	103.5405	11419
10.32291667	0	30	40.89365	20.40303	0	0	7	15.563	109.293	13.873	0	0	104.04675	11624
10.33333333	0	30	41.16553	20.82047	0	0	7	15.364	107.634	13.666	0	0	102.498	11656
10.34375	0	30	41.86465	21.16834	0	0	7	14.998	107.09	13.565	0	0	101.73975	11409
10.35416667	0	30	42.42395	21.6136	0	0	7	16.225	105.178	13.489	0	0	101.169	12704
10.36458333	0	30	43.94649	22.1354	0	0	7	15.579	104.595	13.353	0	0	100.14525	12223
10.375	0	30	48.77431	24.68178	0	0	7	15.732	106.783	13.613	0	0	102.096	12076
10.38541667	0	30	59.88648	29.65625	0	0	7	18.841	104.21	13.672	0	0	102.54225	15040
10.39583333	0	30	71.46084	34.24807	0	0	7	26.206	96.946	13.684	0	0	102.627	22202
10.40625	0	30	80.00567	37.93544	0	0	7	28.69	102.308	14.555	0	0	109.16475	22948
10.41666667	0	30	94.90087	43.39692	0	0	7	35.464	120.515	17.331	0	0	129.9825	23950
10.42708333	0	30	105.7761	46.61468	0	0	7	44.11	134.429	19.838	0	0	148.78275	26314
10.4375	0	30	115.2104	49.24802	0	0	7	53.221	147.737	22.329	0	0	167.46525	28447
10.44791667	0	30	120.011	49.99941	0	0	7	64.483	162.997	25.276	0	0	189.567	30682
10.45833333	0	30	118.9701	49.24802	0	0	7	73.324	183.51	28.537	0	0	214.02825	30926
10.46875	0	30	112.1109	45.74154	0	0	7	81.984	206.917	32.1	0	0	240.75075	30720
10.47916667	0	30	102.4553	40.85751	0	0	7	89.945	226.854	35.2	0	0	263.99925	30737
10.48958333	0	30	94.81153	39.03469	0	0	7	95.892	243.816	37.745	0	0	283.08975	30540
10.5	0	30	88.37961	36.8501	0	0	7	99.092	259.905	39.889	0	0	299.1645	29790
10.51041667	0	30	81.2874	34.24807	0	0	7	91.864	282.498	41.596	0	0	311.9685	26113
10.52083333	0	30	75.7721	32.16088	0	0	7	90.745	293.814	42.729	0	0	320.466	24983
10.53125	0	30	70.37332	30.77985	0	0	7	87.796	292.784	42.287	0	0	317.15025	24349
10.54166667	0	30	68.27595	29.79539	0	0	7	85.342	289.613	41.662	0	0	312.46275	23979
10.55208333	0	30	67.03307	29.23881	0	0	7	83.021	286.076	41.011	0	0	307.581	23658
10.5625	0	30	66.76507	28.52221	0	0	7	76.963	286.623	40.398	0	0	302.988	22068
10.57291667	0	30	67.07967	27.95867	0	0	7	81.991	276.304	39.81	0	0	298.57875	24127
10.58333333	0	30	68.08952	28.12564	0	0	7	77.522	271.172	38.744	0	0	290.5785	23345
10.59375	0	30	68.72261	27.55166	0	0	7	75.328	273.301	38.737	0	0	290.5245	22595
10.60416667	0	30	68.31479	27.4647	0	0	7	71.669	273.539	38.356	0	0	287.673	21580
10.61458333	0	30	65.16874	26.45589	0	0	7	69.572	270.336	37.768	0	0	283.257	21228
10.625	0	30	61.64516	26.1776	0	0	7	67.999	264.377	36.931	0	0	276.98025	21217
10.63541667	0	30	59.76219	26.28891	0	0	7	64.969	260.463	36.159	0	0	271.19325	20623
10.64583333	0	30	58.94655	26.78984	0	0	7	64.462	255.433	35.544	0	0	266.57925	20848
10.65625	0	30	59.38933	27.29076	0	0	7	61.534	251.812	34.816	0	0	261.1215	20232
10.66666667	0	30	60.21274	27.12379	0	0	7	59.776	249.066	34.316	0	0	257.3685	19893
10.67708333	0	30	62.42662	27.42295	0	0	7	57.614	245.352	33.663	0	0	252.47175	19487
10.6875	0	30	65.86786	28.33436	0	0	7	54.847	242.258	33.012	0	0	247.58775	18819
10.69791667	0	30	65.61928	28.2787	0	0	7	52.804	238.209	32.335	0	0	242.511	18441
10.70833333	0	30	64.00353	27.7082	0	0	7	50.581	233.33	31.546	0	0	236.59275	18045
10.71875	0	30	59.54469	26.68548	0	0	7	48.934	228.081	30.779	0	0	230.8455	17864
10.72916667	0	30	58.34064	26.57068	0	0	7	47.524	222.649	30.019	0	0	225.144	17775
10.73958333	0	30	57.33857	26.62286	0	0	7	48.28	215.766	29.338	0	0	220.038	18608
10.75	0	30	58.6902	27.4647	0	0	7	54.202	204.504	28.745	0	0	215.58825	21808
10.76041667	0	30	60.46908	28.33436	0	0	7	52.02	204.842	28.54	0	0	214.0515	20969
10.77083333	0	30	63.25004	29.26664	0	0	7	54.964	210.002	29.441	0	0	220.80525	21559
10.78125	0	30	62.37225	30.63027	0	0	7	53.349	214.606	29.773	0	0	223.296	20558
10.79166667	0	30	62.21689	30.58853	0	0	7	51.372	220.872	30.249	0	0	226.86975	19310
10.80208333	0	30	62.01492	28.16043	0	0	7	46.279	226.263	30.282	0	0	227.118	17043
10.8125	0	30	66.41162	29.79539	0	0	7	47.586	221.619	29.912	0	0	224.33775	17878
10.82291667	0	30	67.18843	29.82322	0	0	7	53.465	206.36	28.869	0	0	216.5205	21360
10.83333333	0	30	68.47015	30.30328	0	0	7	55.312	200.273	28.398	0	0	212.98725	22636
10.84375	0	30	71.88808	32.13305	0	0	7	56.701	206.252	29.217	0	0	219.1275	22542
10.85416667	0	30	75.64392	33.77149	0	0	7	62.45	209.482	30.215	0	0	226.61025	24225
10.86458333	0	30	77.44222	34.30373	0	0	7	56.243	222.178	30.936	0	0	232.01775	20907
10.875	0	30	80.08335	35.63953	0	0	7	53.334	235.703	32.115	0	0	240.864	18809
10.88541667	0	30	82.60408	36.06393	0	0	7	57.161	229.728	31.876	0	0	239.07375	20576
10.89583333	0	30	83.83531	35.93174	0	0	7	67.549	211.833	31.042	0	0	232.818	25680
10.90625	0	30	84.21983	35.45168	0	0	7	62.452	217.42	31.097	0	0	233.22675	23444
10.91666667	0	30	58.89972	25.21603	0	0	7	62.03981	200.02925	29.11894	0	0	218.391	32755
10.92708333	0	30	45.89623	19.94103	0	0	7	66.41029	177.83998	27.13873	0	0	203.54175	42075
10.9375	0	30	32.58214	14.38343	0	0	7	71.81911	154.61107	25.15882	0	0	188.69175	51395
10.94791667	0	30	33.74996	15.16794	0	0	7	72.18284	136.40943	23.17673	0	0	173.82675	60000
10.95833333	0	30	31.29594	14.12981	0	0	7	63.89462	126.91451	21.20088	0	0	159.0075075	60000
10.96875	0	30	28.70829	13.06289	0	0	7	53.27447	119.71441	19.22112	0	0	144.1575	60000
10.97916667	0	30	26.98508	12.22474	0	0	7	43.56301	111.62309	17.2429	0	0	129.32175	60000
10.98958333	0	30	25.39768	11.54478	0	0	7	34.39389	102.97315	15.26296	0	0	114.4725	60000
11	0	30	21.64741	10.28974	0	0	7	24.21919	90.67914	12.76633	0	0	95.748495	60000
11.01041667	0	30	20.97709	10.27639	0	0	7	21.68656	87.92957	12.17949	0	0	91.346715	60000
11.02083333	0	30	19.14957	9.63307	0	0	7	15.7451	70.3359	9.56459	0	0	71.7341925	60000
11.03125	0	30	19.01998	9.69168	0	0	7	15.06937	68.2912	9.26212	0	0	69.4670175	60000
11.04166667	0	30	19.41563	9.96988	0	0	7	14.32376	66.09555	8.93551	0	0	67.016115	60000
11.05208333	0	30	19.73493	10.21458	0	0	7	13.17626	62.89526	8.45229	0	0	63.3928575	60000
11.0625	0	30	20.4807	10.75012	0	0	7	12.86975	62.95539	8.42502	0	0	63.18762	60000
11.07291667	0	30	19.90528	10.40049	0	0	7	11.67416	59.02999	7.85602	0	0	58.9201275	60000
11.08333333	0	30	20.05395	10.59267	0	0	7	11.35381	59.9368	7.92105	0	0	59.408745	54889
11.09375	0	30	19.79697	10.69766	0	0	7	11.30671	59.3726	7.85319	0	0	58.899375	54086
11.10416667	0	30	18.54899	10.15062	0	0	7	10.94077	58.26941	7.68989	0	0	57.6750525	52970
11.11458333	0	30	17.49174	9.74617	0	0	7	9.24356	53.8541	7.01073	0	0	52.5812925	50691
11.125	0	30	14.57719	8.69797	0	0	7	7.9895	49.87827	6.42984	0	0	48.2232075	48790
11.13541667	0	30	14.44083	7.92996	0	0	7	7.07709	46.51637	5.95495	0	0	44.6613075	47180
11.14583333	0	30	13.08113	7.07206	0	0	7	6.35746	43.5747	5.54805	0	0	41.6101575	45723
11.15625	0	30	11.91068	6.34728	0	0	7	5.67802	40.65471	5.1482	0	0	38.6106975	44262
11.16666667	0	30	12.07421	6.36609	0	0	7	6.01122	41.13102	5.23791	0	0	39.2851125	43968
11.17708333	0	30	11.46808	5.9787	0	0	7	5.49577	39.06053	4.95064	0	0	37.130205	42579
11.1875	0	30	11.21244	5.69477	0	0	7	5.63532	39.13613	4.97464	0	0	37.3095675	41993
11.19791667	0	30	12.35592	6.28437	0	0	7	6.55444	41.81046	5.37388	0	0	40.304085	42262
11.20833333	0	30	12.23645	6.21652	0	0	7	5.98392	40.26009	5.13829	0	0	38.536725	40639
11.21875	0	30	13.03216	6.6828	0	0	7	6.75594	42.60707	5.48481	0	0	41.135865	40646
11.22916667	0	30	13.66647	6.91564	0	0	7	7.15663	44.12286	5.6978	0	0	42.7329675	40081
11.23958333	0	30	13.84339	7.05119	0	0	7	7.29827	45.02768	5.81392	0	0	43.6049025	39182
11.25	0	30	13.36033	6.77567	0	0	7	6.39728	42.86659	5.47373	0	0	41.0532	37139
11.26041667	0	30	13.71303	6.9159	0	0	7	6.45338	43.1613	5.51267	0	0	41.3455125	36275
11.27083333	0	30	13.52472	6.8454	0	0	7	5.98279	41.87252	5.31715	0	0	39.879345	34780
11.28125	0	30	13.98687	7.02868	0	0	7	6.19626	42.62947	5.42504	0	0	40.6880775	34117
11.29166667	0	30	14.18776	7.09525	0	0	7	6.09429	42.53536	5.40345	0	0	40.524825	33039
11.30208333	0	30	14.79765	7.3359	0	0	7	6.27602	43.34926	5.5138	0	0	41.35431	32287
11.3125	0	30	15.58296	7.71811	0	0	7	6.6816	44.97266	5.73932	0	0	43.045185	31744
11.32291667	0	30	16.53364	8.24911	0	0	7	7.28321	47.3356	6.06867	0	0	45.51561	31335
11.33333333	0	30	17.11058	8.65409	0	0	7	7.4909	48.76817	6.25101	0	0	46.88256	30422
11.34375	0	30	17.77019	8.98527	0	0	7	7.53939	49.76288	6.36701	0	0	47.75196	29345
11.35416667	0	30	19.19307	9.77823	0	0	7	8.54062	53.37953	6.87982	0	0	51.5999775	29219
11.36458333	0	30	20.92269	10.53855	0	0	7	9.46333	57.08185	7.39375	0	0	55.4541975	28843
11.375	0	30	26.43597	13.37768	0	0	7	13.42007	66.43911	8.87318	0	0	66.54927	31055
11.38541667	0	30	33.41365	16.5467	0	0	7	14.71928	72.87885	9.73288	0	0	72.9982575	30164
11.39583333	0	30	44.9885	21.56103	0	0	7	22.78736	88.91137	12.41104	0	0	93.0823275	33592
11.40625	0	30	54.40784	25.79799	0	0	7	32.30441	106.6733	15.44189	0	0	115.8147	36115
11.41666667	0	30	65.66222	30.02647	0	0	7	35.46904	120.51917	17.33218	0	0	129.9902925	34619
11.42708333	0	30	76.79009	33.84078	0	0	7	44.24196	137.34303	20.17611	0	0	151.320825	35682
11.4375	0	30	87.06025	37.21491	0	0	7	53.65208	155.23964	23.21019	0	0	174.0764325	36376
11.44791667	0	30	94.44479	39.34792	0	0	7	65.40961	173.26433	26.51924	0	0	198.894885	37553
11.45833333	0	30	96.06819	39.76771	0	0	7	72.91874	190.94032	29.31785	0	0	219.8826825	36940
11.46875	0	30	92.7661	37.84881	0	0	7	79.24566	207.43827	31.85349	0	0	238.903065	36059
11.47916667	0	30	86.79527	34.61254	0	0	7	84.04431	222.58086	34.06909	0	0	255.520695	34891
11.48958333	0	30	81.03187	33.36149	0	0	7	76.66922	235.49372	34.68477	0	0	260.1357825	30584
11.5	0	30	77.34961	32.25111	0	0	7	75.10595	243.78188	35.43237	0	0	265.74015	28485
11.51041667	0	30	73.43029	30.9377	0	0	7	77.12278	250.38098	36.38931	0	0	272.9198025	27592
11.52083333	0	30	70.53038	29.93607	0	0	7	75.68983	257.52973	37.0244	0	0	277.68297	25702
11.53125	0	30	67.84516	29.67408	0	0	7	77.92907	266.00179	38.21497	0	0	286.6093725	24746
11.54166667	0	30	68.27595	29.79539	0	0	7	70.347	275.316	38.407	0	0	288.0525	21088
